date,shrub_num,aspect,tag_num,treatment,species,counts
7/16/19,1,north,150,shrub,ERISIM,0
7/23/19,1,north,150,shrub,ERISIM,0
7/30/19,1,north,150,shrub,ERISIM,0
8/6/19,1,north,150,shrub,ERISIM,0
8/13/19,1,north,150,shrub,ERISIM,1
8/19/19,1,north,150,shrub,ERISIM,0
7/9/19,1,north,150,shrub,POLVIV,0
7/16/19,1,north,150,shrub,POLVIV,0
7/23/19,1,north,150,shrub,POLVIV,0
7/30/19,1,north,150,shrub,POLVIV,0
8/6/19,1,north,150,shrub,POLVIV,0
8/13/19,1,north,150,shrub,POLVIV,0
8/19/19,1,north,150,shrub,POLVIV,0
7/9/19,1,north,151,control,KOBMYO,0
7/16/19,1,north,151,control,KOBMYO,18
7/23/19,1,north,151,control,KOBMYO,1
7/30/19,1,north,151,control,KOBMYO,0
8/6/19,1,north,151,control,KOBMYO,0
8/13/19,1,north,151,control,KOBMYO,0
8/19/19,1,north,151,control,KOBMYO,0
7/9/19,1,north,151,control,ARTSCO,0
7/16/19,1,north,151,control,ARTSCO,0
7/23/19,1,north,151,control,ARTSCO,0
7/30/19,1,north,151,control,ARTSCO,0
8/6/19,1,north,151,control,ARTSCO,0
8/13/19,1,north,151,control,ARTSCO,0
8/19/19,1,north,151,control,ARTSCO,0
7/9/19,1,north,151,control,POLBIS,0
7/16/19,1,north,151,control,POLBIS,0
7/23/19,1,north,151,control,POLBIS,1
7/30/19,1,north,151,control,POLBIS,1
8/6/19,1,north,151,control,POLBIS,4
8/13/19,1,north,151,control,POLBIS,2
8/19/19,1,north,151,control,POLBIS,0
7/9/19,1,north,151,control,CARRUP,3
7/16/19,1,north,151,control,CARRUP,4
7/23/19,1,north,151,control,CARRUP,0
7/30/19,1,north,151,control,CARRUP,0
8/6/19,1,north,151,control,CARRUP,0
8/13/19,1,north,151,control,CARRUP,0
8/19/19,1,north,151,control,CARRUP,0
7/9/19,1,north,151,control,GEUROS,0
7/16/19,1,north,151,control,GEUROS,1
7/23/19,1,north,151,control,GEUROS,0
7/30/19,1,north,151,control,GEUROS,0
8/6/19,1,north,151,control,GEUROS,0
8/13/19,1,north,151,control,GEUROS,0
8/19/19,1,north,151,control,GEUROS,0
7/9/19,1,north,151,control,LLOSER,3
7/16/19,1,north,151,control,LLOSER,0
7/23/19,1,north,151,control,LLOSER,0
7/30/19,1,north,151,control,LLOSER,0
8/6/19,1,north,151,control,LLOSER,0
8/13/19,1,north,151,control,LLOSER,0
8/19/19,1,north,151,control,LLOSER,0
7/9/19,1,north,151,control,TRIPAR,0
7/16/19,1,north,151,control,TRIPAR,0
7/23/19,1,north,151,control,TRIPAR,0
7/30/19,1,north,151,control,TRIPAR,0
8/6/19,1,north,151,control,TRIPAR,0
8/13/19,1,north,151,control,TRIPAR,0
8/19/19,1,north,151,control,TRIPAR,0
7/9/19,1,north,151,control,ERISIM,0
7/16/19,1,north,151,control,ERISIM,0
7/23/19,1,north,151,control,ERISIM,0
7/30/19,1,north,151,control,ERISIM,0
8/6/19,1,north,151,control,ERISIM,0
8/13/19,1,north,151,control,ERISIM,0
8/19/19,1,north,151,control,ERISIM,0
7/9/19,1,north,151,control,MINOBT,0
7/16/19,1,north,151,control,MINOBT,1
7/23/19,1,north,151,control,MINOBT,1
7/30/19,1,north,151,control,MINOBT,2
8/6/19,1,north,151,control,MINOBT,1
8/13/19,1,north,151,control,MINOBT,0
8/19/19,1,north,151,control,MINOBT,0
7/9/19,1,north,151,control,AREFEN,0
7/16/19,1,north,151,control,AREFEN,0
7/23/19,1,north,151,control,AREFEN,3
7/30/19,1,north,151,control,AREFEN,4
8/6/19,1,north,151,control,AREFEN,0
8/13/19,1,north,151,control,AREFEN,0
8/19/19,1,north,151,control,AREFEN,0
7/9/19,2,north,109,shrub,GEUROS,1
7/16/19,2,north,109,shrub,GEUROS,0
7/23/19,2,north,109,shrub,GEUROS,0
7/30/19,2,north,109,shrub,GEUROS,0
8/6/19,2,north,109,shrub,GEUROS,0
8/13/19,2,north,109,shrub,GEUROS,0
8/19/19,2,north,109,shrub,GEUROS,0
7/9/19,2,north,109,shrub,ARTSCO,0
7/16/19,2,north,109,shrub,ARTSCO,0
7/23/19,2,north,109,shrub,ARTSCO,0
7/30/19,2,north,109,shrub,ARTSCO,0
8/6/19,2,north,109,shrub,ARTSCO,0
8/13/19,2,north,109,shrub,ARTSCO,0
8/19/19,2,north,109,shrub,ARTSCO,0
7/9/19,2,north,109,shrub,CARRUP,0
7/16/19,2,north,109,shrub,CARRUP,0
7/23/19,2,north,109,shrub,CARRUP,0
7/30/19,2,north,109,shrub,CARRUP,0
8/6/19,2,north,109,shrub,CARRUP,0
8/13/19,2,north,109,shrub,CARRUP,0
8/19/19,2,north,109,shrub,CARRUP,0
7/9/19,2,north,109,shrub,POLBIS,0
7/16/19,2,north,109,shrub,POLBIS,0
7/23/19,2,north,109,shrub,POLBIS,0
7/30/19,2,north,109,shrub,POLBIS,0
8/6/19,2,north,109,shrub,POLBIS,0
8/13/19,2,north,109,shrub,POLBIS,0
8/19/19,2,north,109,shrub,POLBIS,0
7/9/19,2,north,109,shrub,POLVIV,0
7/16/19,2,north,109,shrub,POLVIV,0
7/23/19,2,north,109,shrub,POLVIV,0
7/30/19,2,north,109,shrub,POLVIV,3
8/6/19,2,north,109,shrub,POLVIV,4
8/13/19,2,north,109,shrub,POLVIV,6
8/19/19,2,north,109,shrub,POLVIV,0
7/9/19,2,north,114,control,KOBMYO,0
7/16/19,2,north,114,control,KOBMYO,14
7/23/19,2,north,114,control,KOBMYO,2
7/30/19,2,north,114,control,KOBMYO,0
8/6/19,2,north,114,control,KOBMYO,0
8/13/19,2,north,114,control,KOBMYO,0
8/19/19,2,north,114,control,KOBMYO,0
7/9/19,2,north,114,control,ERISIM,0
7/16/19,2,north,114,control,ERISIM,0
7/23/19,2,north,114,control,ERISIM,0
7/30/19,2,north,114,control,ERISIM,0
8/6/19,2,north,114,control,ERISIM,0
8/13/19,2,north,114,control,ERISIM,0
8/19/19,2,north,114,control,ERISIM,0
7/9/19,2,north,114,control,ARTSCO,0
7/16/19,2,north,114,control,ARTSCO,0
7/23/19,2,north,114,control,ARTSCO,0
7/30/19,2,north,114,control,ARTSCO,0
8/6/19,2,north,114,control,ARTSCO,0
8/13/19,2,north,114,control,ARTSCO,0
8/19/19,2,north,114,control,ARTSCO,0
7/9/19,2,north,114,control,CARRUP,0
7/16/19,2,north,114,control,CARRUP,0
7/23/19,2,north,114,control,CARRUP,0
7/30/19,2,north,114,control,CARRUP,0
8/6/19,2,north,114,control,CARRUP,0
8/13/19,2,north,114,control,CARRUP,0
8/19/19,2,north,114,control,CARRUP,0
7/9/19,2,north,114,control,GEUROS,0
7/16/19,2,north,114,control,GEUROS,0
7/23/19,2,north,114,control,GEUROS,0
7/30/19,2,north,114,control,GEUROS,0
8/6/19,2,north,114,control,GEUROS,0
8/13/19,2,north,114,control,GEUROS,0
8/19/19,2,north,114,control,GEUROS,0
7/9/19,2,north,114,control,LLOSER,2
7/16/19,2,north,114,control,LLOSER,0
7/23/19,2,north,114,control,LLOSER,0
7/30/19,2,north,114,control,LLOSER,0
8/6/19,2,north,114,control,LLOSER,0
8/13/19,2,north,114,control,LLOSER,0
8/19/19,2,north,114,control,LLOSER,0
7/9/19,2,north,114,control,MINOBT,0
7/16/19,2,north,114,control,MINOBT,1
7/23/19,2,north,114,control,MINOBT,3
7/30/19,2,north,114,control,MINOBT,4
8/6/19,2,north,114,control,MINOBT,0
8/13/19,2,north,114,control,MINOBT,0
8/19/19,2,north,114,control,MINOBT,0
7/9/19,2,north,114,control,TRIDAS,0
7/16/19,2,north,114,control,TRIDAS,0
7/23/19,2,north,114,control,TRIDAS,1
7/30/19,2,north,114,control,TRIDAS,0
8/6/19,2,north,114,control,TRIDAS,0
8/13/19,2,north,114,control,TRIDAS,0
8/19/19,2,north,114,control,TRIDAS,0
7/9/19,3,north,105,shrub,KOBMYO,0
7/16/19,3,north,105,shrub,KOBMYO,1
7/23/19,3,north,105,shrub,KOBMYO,0
7/30/19,3,north,105,shrub,KOBMYO,0
8/6/19,3,north,105,shrub,KOBMYO,0
8/13/19,3,north,105,shrub,KOBMYO,0
8/19/19,3,north,105,shrub,KOBMYO,0
7/9/19,3,north,105,shrub,POLBIS,0
7/16/19,3,north,105,shrub,POLBIS,0
7/23/19,3,north,105,shrub,POLBIS,0
7/30/19,3,north,105,shrub,POLBIS,0
8/6/19,3,north,105,shrub,POLBIS,0
8/13/19,3,north,105,shrub,POLBIS,0
8/19/19,3,north,105,shrub,POLBIS,0
7/9/19,3,north,105,shrub,POLVIV,0
7/16/19,3,north,105,shrub,POLVIV,0
7/23/19,3,north,105,shrub,POLVIV,1
7/30/19,3,north,105,shrub,POLVIV,1
8/6/19,3,north,105,shrub,POLVIV,1
8/13/19,3,north,105,shrub,POLVIV,1
8/19/19,3,north,105,shrub,POLVIV,1
7/9/19,3,north,105,shrub,LEWPYG,1
7/16/19,3,north,105,shrub,LEWPYG,0
7/23/19,3,north,105,shrub,LEWPYG,0
7/30/19,3,north,105,shrub,LEWPYG,0
8/6/19,3,north,105,shrub,LEWPYG,0
8/13/19,3,north,105,shrub,LEWPYG,0
8/19/19,3,north,105,shrub,LEWPYG,0
7/9/19,3,north,105,shrub,SEDLAN,0
7/16/19,3,north,105,shrub,SEDLAN,0
7/23/19,3,north,105,shrub,SEDLAN,0
7/30/19,3,north,105,shrub,SEDLAN,0
8/6/19,3,north,105,shrub,SEDLAN,0
8/13/19,3,north,105,shrub,SEDLAN,0
8/19/19,3,north,105,shrub,SEDLAN,0
7/9/19,3,north,105,shrub,GEUROS,2
7/16/19,3,north,105,shrub,GEUROS,0
7/23/19,3,north,105,shrub,GEUROS,0
7/30/19,3,north,105,shrub,GEUROS,0
8/6/19,3,north,105,shrub,GEUROS,0
8/13/19,3,north,105,shrub,GEUROS,0
8/19/19,3,north,105,shrub,GEUROS,0
7/9/19,3,north,105,shrub,ARTSCO,0
7/16/19,3,north,105,shrub,ARTSCO,0
7/23/19,3,north,105,shrub,ARTSCO,0
7/30/19,3,north,105,shrub,ARTSCO,0
8/6/19,3,north,105,shrub,ARTSCO,0
8/13/19,3,north,105,shrub,ARTSCO,0
8/19/19,3,north,105,shrub,ARTSCO,0
7/9/19,3,north,105,shrub,LLOSER,0
7/16/19,3,north,105,shrub,LLOSER,0
7/23/19,3,north,105,shrub,LLOSER,0
7/30/19,3,north,105,shrub,LLOSER,0
8/6/19,3,north,105,shrub,LLOSER,0
8/13/19,3,north,105,shrub,LLOSER,0
8/19/19,3,north,105,shrub,LLOSER,0
7/9/19,3,north,106,control,ARTSCO,0
7/16/19,3,north,106,control,ARTSCO,0
7/23/19,3,north,106,control,ARTSCO,0
7/30/19,3,north,106,control,ARTSCO,0
8/6/19,3,north,106,control,ARTSCO,0
8/13/19,3,north,106,control,ARTSCO,0
8/19/19,3,north,106,control,ARTSCO,0
7/9/19,3,north,106,control,POLVIV,0
7/16/19,3,north,106,control,POLVIV,0
7/23/19,3,north,106,control,POLVIV,0
7/30/19,3,north,106,control,POLVIV,1
8/6/19,3,north,106,control,POLVIV,1
8/13/19,3,north,106,control,POLVIV,1
8/19/19,3,north,106,control,POLVIV,0
7/9/19,3,north,106,control,POLBIS,0
7/16/19,3,north,106,control,POLBIS,0
7/23/19,3,north,106,control,POLBIS,0
7/30/19,3,north,106,control,POLBIS,0
8/6/19,3,north,106,control,POLBIS,0
8/13/19,3,north,106,control,POLBIS,0
8/19/19,3,north,106,control,POLBIS,0
7/9/19,3,north,106,control,CARRUP,0
7/16/19,3,north,106,control,CARRUP,2
7/23/19,3,north,106,control,CARRUP,0
7/30/19,3,north,106,control,CARRUP,0
8/6/19,3,north,106,control,CARRUP,0
8/13/19,3,north,106,control,CARRUP,0
8/19/19,3,north,106,control,CARRUP,0
7/9/19,3,north,106,control,GEUROS,5
7/16/19,3,north,106,control,GEUROS,2
7/23/19,3,north,106,control,GEUROS,0
7/30/19,3,north,106,control,GEUROS,0
8/6/19,3,north,106,control,GEUROS,0
8/13/19,3,north,106,control,GEUROS,0
8/19/19,3,north,106,control,GEUROS,0
7/9/19,3,north,106,control,LLOSER,10
7/16/19,3,north,106,control,LLOSER,0
7/23/19,3,north,106,control,LLOSER,0
7/30/19,3,north,106,control,LLOSER,0
8/6/19,3,north,106,control,LLOSER,0
8/13/19,3,north,106,control,LLOSER,0
8/19/19,3,north,106,control,LLOSER,0
7/9/19,3,north,106,control,AREFEN,0
7/16/19,3,north,106,control,AREFEN,0
7/23/19,3,north,106,control,AREFEN,0
7/30/19,3,north,106,control,AREFEN,2
8/6/19,3,north,106,control,AREFEN,4
8/13/19,3,north,106,control,AREFEN,7
8/19/19,3,north,106,control,AREFEN,1
7/9/19,4,north,110,shrub,GEUROS,1
7/16/19,4,north,110,shrub,GEUROS,0
7/23/19,4,north,110,shrub,GEUROS,0
7/30/19,4,north,110,shrub,GEUROS,0
8/6/19,4,north,110,shrub,GEUROS,0
8/13/19,4,north,110,shrub,GEUROS,0
8/19/19,4,north,110,shrub,GEUROS,0
7/9/19,4,north,110,shrub,KOBMYO,0
7/16/19,4,north,110,shrub,KOBMYO,17
7/23/19,4,north,110,shrub,KOBMYO,0
7/30/19,4,north,110,shrub,KOBMYO,0
8/6/19,4,north,110,shrub,KOBMYO,0
8/13/19,4,north,110,shrub,KOBMYO,0
8/19/19,4,north,110,shrub,KOBMYO,0
7/9/19,4,north,110,shrub,POLBIS,0
7/16/19,4,north,110,shrub,POLBIS,0
7/23/19,4,north,110,shrub,POLBIS,0
7/30/19,4,north,110,shrub,POLBIS,0
8/6/19,4,north,110,shrub,POLBIS,0
8/13/19,4,north,110,shrub,POLBIS,0
8/19/19,4,north,110,shrub,POLBIS,0
7/9/19,4,north,110,shrub,POLVIV,0
7/16/19,4,north,110,shrub,POLVIV,0
7/23/19,4,north,110,shrub,POLVIV,1
7/30/19,4,north,110,shrub,POLVIV,3
8/6/19,4,north,110,shrub,POLVIV,4
8/13/19,4,north,110,shrub,POLVIV,1
8/19/19,4,north,110,shrub,POLVIV,1
7/9/19,4,north,110,shrub,TRIDAS,0
7/16/19,4,north,110,shrub,TRIDAS,1
7/23/19,4,north,110,shrub,TRIDAS,1
7/30/19,4,north,110,shrub,TRIDAS,0
8/6/19,4,north,110,shrub,TRIDAS,0
8/13/19,4,north,110,shrub,TRIDAS,0
8/19/19,4,north,110,shrub,TRIDAS,0
7/9/19,4,north,111,control,KOBMYO,0
7/16/19,4,north,111,control,KOBMYO,44
7/23/19,4,north,111,control,KOBMYO,3
7/30/19,4,north,111,control,KOBMYO,0
8/6/19,4,north,111,control,KOBMYO,0
8/13/19,4,north,111,control,KOBMYO,0
8/19/19,4,north,111,control,KOBMYO,0
7/9/19,4,north,111,control,POLBIS,0
7/16/19,4,north,111,control,POLBIS,0
7/23/19,4,north,111,control,POLBIS,0
7/30/19,4,north,111,control,POLBIS,0
8/6/19,4,north,111,control,POLBIS,0
8/13/19,4,north,111,control,POLBIS,0
8/19/19,4,north,111,control,POLBIS,0
7/9/19,4,north,111,control,POLVIV,0
7/16/19,4,north,111,control,POLVIV,0
7/23/19,4,north,111,control,POLVIV,3
7/30/19,4,north,111,control,POLVIV,7
8/6/19,4,north,111,control,POLVIV,9
8/13/19,4,north,111,control,POLVIV,4
8/19/19,4,north,111,control,POLVIV,0
7/9/19,4,north,111,control,GEUROS,0
7/16/19,4,north,111,control,GEUROS,2
7/23/19,4,north,111,control,GEUROS,0
7/30/19,4,north,111,control,GEUROS,1
8/6/19,4,north,111,control,GEUROS,0
8/13/19,4,north,111,control,GEUROS,0
8/19/19,4,north,111,control,GEUROS,0
7/9/19,4,north,111,control,LLOSER,2
7/16/19,4,north,111,control,LLOSER,0
7/23/19,4,north,111,control,LLOSER,0
7/30/19,4,north,111,control,LLOSER,0
8/6/19,4,north,111,control,LLOSER,0
8/13/19,4,north,111,control,LLOSER,0
8/19/19,4,north,111,control,LLOSER,0
7/9/19,4,north,111,control,TRIDAS,0
7/16/19,4,north,111,control,TRIDAS,0
7/23/19,4,north,111,control,TRIDAS,1
7/30/19,4,north,111,control,TRIDAS,2
8/6/19,4,north,111,control,TRIDAS,2
8/13/19,4,north,111,control,TRIDAS,0
8/19/19,4,north,111,control,TRIDAS,0
7/9/19,5,north,104,shrub,CARRUP,0
7/16/19,5,north,104,shrub,CARRUP,2
7/23/19,5,north,104,shrub,CARRUP,0
7/30/19,5,north,104,shrub,CARRUP,0
8/6/19,5,north,104,shrub,CARRUP,0
8/13/19,5,north,104,shrub,CARRUP,0
8/19/19,5,north,104,shrub,CARRUP,0
7/9/19,5,north,104,shrub,GEUROS,0
7/16/19,5,north,104,shrub,GEUROS,0
7/23/19,5,north,104,shrub,GEUROS,0
7/30/19,5,north,104,shrub,GEUROS,0
8/6/19,5,north,104,shrub,GEUROS,0
8/13/19,5,north,104,shrub,GEUROS,0
8/19/19,5,north,104,shrub,GEUROS,0
7/9/19,5,north,104,shrub,POLVIV,0
7/16/19,5,north,104,shrub,POLVIV,0
7/23/19,5,north,104,shrub,POLVIV,2
7/30/19,5,north,104,shrub,POLVIV,2
8/6/19,5,north,104,shrub,POLVIV,6
8/13/19,5,north,104,shrub,POLVIV,5
8/19/19,5,north,104,shrub,POLVIV,3
7/9/19,5,north,104,shrub,POLBIS,0
7/16/19,5,north,104,shrub,POLBIS,0
7/23/19,5,north,104,shrub,POLBIS,0
7/30/19,5,north,104,shrub,POLBIS,0
8/6/19,5,north,104,shrub,POLBIS,0
8/13/19,5,north,104,shrub,POLBIS,0
8/19/19,5,north,104,shrub,POLBIS,0
7/9/19,5,north,104,shrub,KOBMYO,0
7/16/19,5,north,104,shrub,KOBMYO,3
7/23/19,5,north,104,shrub,KOBMYO,0
7/30/19,5,north,104,shrub,KOBMYO,0
8/6/19,5,north,104,shrub,KOBMYO,0
8/13/19,5,north,104,shrub,KOBMYO,0
8/19/19,5,north,104,shrub,KOBMYO,0
7/9/19,5,north,104,shrub,LLOSER,0
7/16/19,5,north,104,shrub,LLOSER,0
7/23/19,5,north,104,shrub,LLOSER,0
7/30/19,5,north,104,shrub,LLOSER,0
8/6/19,5,north,104,shrub,LLOSER,0
8/13/19,5,north,104,shrub,LLOSER,0
8/19/19,5,north,104,shrub,LLOSER,0
7/9/19,5,north,104,shrub,TRIDAS,0
7/16/19,5,north,104,shrub,TRIDAS,8
7/23/19,5,north,104,shrub,TRIDAS,9
7/30/19,5,north,104,shrub,TRIDAS,0
8/6/19,5,north,104,shrub,TRIDAS,0
8/13/19,5,north,104,shrub,TRIDAS,0
8/19/19,5,north,104,shrub,TRIDAS,0
7/9/19,5,north,267,control,KOBMYO,0
7/16/19,5,north,267,control,KOBMYO,24
7/23/19,5,north,267,control,KOBMYO,4
7/30/19,5,north,267,control,KOBMYO,0
8/6/19,5,north,267,control,KOBMYO,0
8/13/19,5,north,267,control,KOBMYO,0
8/19/19,5,north,267,control,KOBMYO,0
7/9/19,5,north,267,control,POLBIS,0
7/16/19,5,north,267,control,POLBIS,0
7/23/19,5,north,267,control,POLBIS,0
7/30/19,5,north,267,control,POLBIS,0
8/6/19,5,north,267,control,POLBIS,0
8/13/19,5,north,267,control,POLBIS,0
8/19/19,5,north,267,control,POLBIS,0
7/9/19,5,north,267,control,POLVIV,0
7/16/19,5,north,267,control,POLVIV,1
7/23/19,5,north,267,control,POLVIV,1
7/30/19,5,north,267,control,POLVIV,5
8/6/19,5,north,267,control,POLVIV,4
8/13/19,5,north,267,control,POLVIV,3
8/19/19,5,north,267,control,POLVIV,1
7/9/19,5,north,267,control,CARRUP,0
7/16/19,5,north,267,control,CARRUP,1
7/23/19,5,north,267,control,CARRUP,0
7/30/19,5,north,267,control,CARRUP,0
8/6/19,5,north,267,control,CARRUP,0
8/13/19,5,north,267,control,CARRUP,0
8/19/19,5,north,267,control,CARRUP,0
7/9/19,5,north,267,control,GEUROS,1
7/16/19,5,north,267,control,GEUROS,0
7/23/19,5,north,267,control,GEUROS,0
7/30/19,5,north,267,control,GEUROS,0
8/6/19,5,north,267,control,GEUROS,0
8/13/19,5,north,267,control,GEUROS,0
8/19/19,5,north,267,control,GEUROS,0
7/9/19,5,north,267,control,LLOSER,0
7/16/19,5,north,267,control,LLOSER,0
7/23/19,5,north,267,control,LLOSER,0
7/30/19,5,north,267,control,LLOSER,0
8/6/19,5,north,267,control,LLOSER,0
8/13/19,5,north,267,control,LLOSER,0
8/19/19,5,north,267,control,LLOSER,0
7/9/19,5,north,267,control,TRIDAS,0
7/16/19,5,north,267,control,TRIDAS,11
7/23/19,5,north,267,control,TRIDAS,7
7/30/19,5,north,267,control,TRIDAS,3
8/6/19,5,north,267,control,TRIDAS,2
8/13/19,5,north,267,control,TRIDAS,1
8/19/19,5,north,267,control,TRIDAS,0
7/10/19,6,north,180,shrub,KOBMYO,0
7/16/19,6,north,180,shrub,KOBMYO,12
7/23/19,6,north,180,shrub,KOBMYO,0
7/30/19,6,north,180,shrub,KOBMYO,0
8/6/19,6,north,180,shrub,KOBMYO,0
8/13/19,6,north,180,shrub,KOBMYO,0
8/19/19,6,north,180,shrub,KOBMYO,0
7/10/19,6,north,180,shrub,POLBIS,0
7/16/19,6,north,180,shrub,POLBIS,0
7/23/19,6,north,180,shrub,POLBIS,0
7/30/19,6,north,180,shrub,POLBIS,0
8/6/19,6,north,180,shrub,POLBIS,0
8/13/19,6,north,180,shrub,POLBIS,0
8/19/19,6,north,180,shrub,POLBIS,0
7/10/19,6,north,180,shrub,GEUROS,1
7/16/19,6,north,180,shrub,GEUROS,0
7/23/19,6,north,180,shrub,GEUROS,0
7/30/19,6,north,180,shrub,GEUROS,0
8/6/19,6,north,180,shrub,GEUROS,0
8/13/19,6,north,180,shrub,GEUROS,0
8/19/19,6,north,180,shrub,GEUROS,0
7/10/19,6,north,180,shrub,SEDLAN,0
7/16/19,6,north,180,shrub,SEDLAN,0
7/23/19,6,north,180,shrub,SEDLAN,0
7/30/19,6,north,180,shrub,SEDLAN,0
8/6/19,6,north,180,shrub,SEDLAN,0
8/13/19,6,north,180,shrub,SEDLAN,0
8/19/19,6,north,180,shrub,SEDLAN,0
7/10/19,6,north,180,shrub,MINOBT,0
7/16/19,6,north,180,shrub,MINOBT,0
7/23/19,6,north,180,shrub,MINOBT,1
7/30/19,6,north,180,shrub,MINOBT,2
8/6/19,6,north,180,shrub,MINOBT,3
8/13/19,6,north,180,shrub,MINOBT,1
8/19/19,6,north,180,shrub,MINOBT,0
7/10/19,6,north,180,shrub,POLVIV,0
7/16/19,6,north,180,shrub,POLVIV,0
7/23/19,6,north,180,shrub,POLVIV,0
7/30/19,6,north,180,shrub,POLVIV,1
8/6/19,6,north,180,shrub,POLVIV,1
8/13/19,6,north,180,shrub,POLVIV,1
8/19/19,6,north,180,shrub,POLVIV,0
7/10/19,6,north,181,control,MINOBT,0
7/16/19,6,north,181,control,MINOBT,0
7/23/19,6,north,181,control,MINOBT,0
7/30/19,6,north,181,control,MINOBT,16
8/6/19,6,north,181,control,MINOBT,8
8/13/19,6,north,181,control,MINOBT,1
8/19/19,6,north,181,control,MINOBT,2
7/10/19,6,north,181,control,LLOSER,5
7/16/19,6,north,181,control,LLOSER,0
7/23/19,6,north,181,control,LLOSER,0
7/30/19,6,north,181,control,LLOSER,0
8/6/19,6,north,181,control,LLOSER,0
8/13/19,6,north,181,control,LLOSER,0
8/19/19,6,north,181,control,LLOSER,0
7/10/19,6,north,181,control,ARTSCO,0
7/16/19,6,north,181,control,ARTSCO,0
7/23/19,6,north,181,control,ARTSCO,0
7/30/19,6,north,181,control,ARTSCO,0
8/6/19,6,north,181,control,ARTSCO,0
8/13/19,6,north,181,control,ARTSCO,0
8/19/19,6,north,181,control,ARTSCO,0
7/10/19,6,north,181,control,CARRUP,0
7/16/19,6,north,181,control,CARRUP,13
7/23/19,6,north,181,control,CARRUP,0
7/30/19,6,north,181,control,CARRUP,0
8/6/19,6,north,181,control,CARRUP,0
8/13/19,6,north,181,control,CARRUP,0
8/19/19,6,north,181,control,CARRUP,0
7/10/19,6,north,181,control,GEUROS,0
7/16/19,6,north,181,control,GEUROS,0
7/23/19,6,north,181,control,GEUROS,0
7/30/19,6,north,181,control,GEUROS,0
8/6/19,6,north,181,control,GEUROS,0
8/13/19,6,north,181,control,GEUROS,0
8/19/19,6,north,181,control,GEUROS,0
7/10/19,6,north,181,control,KOBMYO,5
7/16/19,6,north,181,control,KOBMYO,4
7/23/19,6,north,181,control,KOBMYO,0
7/30/19,6,north,181,control,KOBMYO,0
8/6/19,6,north,181,control,KOBMYO,0
8/13/19,6,north,181,control,KOBMYO,0
8/19/19,6,north,181,control,KOBMYO,0
7/10/19,6,north,181,control,SEDLAN,0
7/16/19,6,north,181,control,SEDLAN,0
7/23/19,6,north,181,control,SEDLAN,0
7/30/19,6,north,181,control,SEDLAN,0
8/6/19,6,north,181,control,SEDLAN,0
8/13/19,6,north,181,control,SEDLAN,0
8/19/19,6,north,181,control,SEDLAN,0
7/10/19,6,north,181,control,POLBIS,0
7/16/19,6,north,181,control,POLBIS,0
7/23/19,6,north,181,control,POLBIS,0
7/30/19,6,north,181,control,POLBIS,0
8/6/19,6,north,181,control,POLBIS,0
8/13/19,6,north,181,control,POLBIS,0
8/19/19,6,north,181,control,POLBIS,0
7/10/19,6,north,181,control,POLVIV,0
7/16/19,6,north,181,control,POLVIV,0
7/23/19,6,north,181,control,POLVIV,0
7/30/19,6,north,181,control,POLVIV,0
8/6/19,6,north,181,control,POLVIV,1
